UNITID,ROOM,XROOMCAP,ROOMCAP,ALLONCAM,TUITVARY,BOARD,XMEALSWK,MEALSWK,XAPPFEEU,APPLFEEU,APPFEEUW,XAPPFEEG,APPLFEEG,APPFEEGW,XAPPFEED,APPLFEED,APPFEEDW,PRMPGM,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,FAFSAQ1,FAFSAQ2,FAFQ2URL,PRGMOFR,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XHRCHF1,HRCHF1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XHRCHF2,HRCHF2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XHRCHF3,HRCHF3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XHRCHF5,HRCHF5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XHRCHF6,HRCHF6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XHRCHF7,HRCHF7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG10AY0,CHG10AY0,XCHG10AY1,CHG10AY1,XCHG10AY2,CHG10AY2,XCHG10AY3,CHG10AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG10PY0,CHG10PY0,XCHG10PY1,CHG10PY1,XCHG10PY2,CHG10PY2,XCHG10PY3,CHG10PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6
101028,2,A,,2,1,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,3870,R,1230,R,129,R,67,R,3870,R,1230,R,129,R,67,R,7740,R,1230,R,258,R,67,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,3990,R,930,R,4920,R,3750,R,1230,R,4980,R,3810,R,1230,R,5040,R,3870,R,1230,R,5100,,,R,3990,R,930,R,4920,R,3750,R,1230,R,4980,R,3810,R,1230,R,5040,R,3870,R,1230,R,5100,,,R,7980,R,930,R,8910,R,7560,R,1230,R,8790,R,7620,R,1230,R,8850,R,7740,R,1230,R,8970,,,R,1000,R,1000,R,1008,R,1008,A,,A,,A,,A,,A,,A,,A,,A,,R,5500,R,11200,R,11200,R,11200,R,3400,R,6052,R,6552,R,6052,A,,A,,A,,R,11200,R,3400,R,6052,R,6552,R,6052,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101116,2,A,,2,2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,17100,R,795,R,475,R,435,R,17100,R,795,R,475,R,435,R,17100,R,795,R,475,R,435,R,16056,R,555,R,669,R,315,R,16056,R,555,R,669,R,315,R,16056,R,555,R,669,R,315,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,16920,R,94,R,17014,R,16920,R,94,R,17014,R,17424,R,814,R,18238,R,17100,R,1045,R,18145,,,R,16920,R,94,R,17014,R,16920,R,94,R,17014,R,17424,R,814,R,18238,R,17100,R,1045,R,18145,,,R,16920,R,94,R,17014,R,16920,R,94,R,17014,R,17424,R,814,R,18238,R,17100,R,1045,R,18145,,,R,1500,R,1500,R,1500,R,540,A,,A,,A,,A,,A,,A,,A,,A,,R,7792,R,8141,R,8925,R,9439,R,6782,R,7220,R,7914,R,8404,A,,A,,A,,R,6558,R,4747,R,5054,R,5541,R,5911,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101143,2,A,,2,1,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,3870,R,1230,R,129,R,41,R,3870,R,1230,R,129,R,41,R,7740,R,1230,R,258,R,41,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,3690,R,1170,R,4860,R,3750,R,1170,R,4920,R,3810,R,1230,R,5040,R,3870,R,1230,R,5100,,,R,3690,R,1170,R,4860,R,3750,R,1170,R,4920,R,3810,R,1230,R,5040,R,3870,R,1230,R,5100,,,R,7380,R,1170,R,8550,R,7500,R,1170,R,8670,R,7620,R,1230,R,8850,R,7740,R,1230,R,8970,,,R,950,R,1150,R,1500,R,1500,A,,A,,A,,A,,A,,A,,A,,A,,R,5400,R,14400,R,14400,R,14400,R,2696,R,5696,R,5696,R,5696,A,,A,,A,,R,7200,R,2696,R,5696,R,5696,R,5696,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101161,1,R,572,2,1,1,R,15,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,R,10850,R,3870,R,1170,R,129,R,39,R,3870,R,1170,R,129,R,39,R,7740,R,1170,R,258,R,39,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,3990,R,870,R,4860,R,3750,R,1170,R,4920,R,3810,R,1170,R,4980,R,3870,R,1170,R,5040,,,R,3990,R,870,R,4860,R,3750,R,1170,R,4920,R,3810,R,1170,R,4980,R,3870,R,1170,R,5040,,,R,7980,R,870,R,8850,R,7500,R,1170,R,8670,R,7620,R,1170,R,8790,R,7740,R,1170,R,8910,,,R,1500,R,1750,R,2750,R,2750,R,5900,R,5800,R,10850,R,10850,R,4407,R,5250,R,7350,R,7350,R,6215,R,6600,R,8025,R,8025,R,4507,R,5250,R,7350,R,7350,A,,A,,A,,R,8025,R,4407,R,4500,R,7350,R,7350,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101189,1,R,688,2,2,1,R,20,R,25,1,R,75,1,A,,-2,2,1,0,0,1,0,2,2,,-2,R,4100,R,4250,A,,R,21930,R,1990,R,800,R,670,R,21930,R,1990,R,800,R,670,R,21930,R,1990,R,800,R,670,R,15000,R,1050,R,600,R,250,R,15000,R,1050,R,600,R,250,R,15000,R,1050,R,600,R,250,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,R,39900,R,325,R,39900,R,325,R,21500,R,1990,R,23490,R,21930,R,1990,R,23920,R,21930,R,1990,R,23920,R,21930,R,1990,R,23920,,,R,21500,R,1990,R,23490,R,21930,R,1990,R,23920,R,21930,R,1990,R,23920,R,21930,R,1990,R,23920,,,R,21500,R,1990,R,23490,R,21930,R,1990,R,23920,R,21930,R,1990,R,23920,R,21930,R,1990,R,23920,,,R,1800,R,1800,R,1800,R,1800,R,7900,R,8020,R,8020,R,8350,R,4400,R,4600,R,4600,R,4600,R,7900,R,8020,R,8020,R,8350,R,4400,R,4600,R,4600,R,4600,A,,A,,A,,R,0,R,4400,R,4600,R,4600,R,4600,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101240,1,R,110,2,1,1,R,15,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,R,5400,R,3096,R,1176,R,129,R,49,R,3096,R,1176,R,129,R,49,R,6192,R,1176,R,258,R,49,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2952,R,984,R,3936,R,3000,R,984,R,3984,R,3048,R,984,R,4032,R,3096,R,1176,R,4272,,,R,2952,R,984,R,3936,R,3000,R,984,R,3984,R,3048,R,984,R,4032,R,3096,R,1176,R,4272,,,R,5904,R,984,R,6888,R,6000,R,984,R,6984,R,6096,R,984,R,7080,R,6192,R,1176,R,7368,,,R,1600,R,1600,R,1600,R,1600,R,4800,R,4800,R,5200,R,5400,R,2324,R,2324,R,2324,R,2324,R,4500,R,4500,R,4500,R,4500,R,2916,R,2916,R,2916,R,2916,A,,A,,A,,R,0,R,2916,R,2916,R,2916,R,2916,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101277,2,A,,2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,2,0,0,0,0,2,2,,3,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0401,A,,A,,R,1500,1,R,12,R,47,R,900,R,28,R,12150,R,15150,R,15150,R,15150,R,2649,R,3040,R,3258,R,3532,A,,A,,A,,A,,A,,A,,A,,A,,R,11268,R,14171,R,18483,R,13830,R,7144,R,6239,R,10963,R,7050,A,,A,,A,,R,2620,R,7508,R,8531,R,8531,R,7273,12.0409,R,10150,R,2219,R,1000,1,R,10,12.0413,R,6150,R,1865,R,650,1,R,7,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101286,2,A,,2,1,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,1,0,0,2,2,,-2,A,,A,,A,,R,3870,R,1110,R,129,R,37,R,3870,R,1110,R,129,R,37,R,7740,R,1110,R,258,R,37,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,3690,R,1110,R,4800,R,3750,R,1110,R,4860,R,3810,R,1110,R,4920,R,3870,R,1110,R,4980,,,R,3690,R,1110,R,4800,R,3750,R,1110,R,4860,R,3810,R,1110,R,4920,R,3870,R,1110,R,4980,,,R,7680,R,1110,R,8790,R,7500,R,1110,R,8610,R,7620,R,1110,R,8730,R,7740,R,1110,R,8850,,,R,1200,R,1200,R,1200,R,1200,A,,A,,A,,A,,A,,A,,A,,A,,R,9450,R,9450,R,9450,R,9450,R,1000,R,1000,R,1000,R,1000,A,,A,,A,,R,3825,R,1000,R,1000,R,1000,R,1000,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101295,1,R,180,2,1,1,R,12,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,R,2800,R,2100,A,,R,3870,R,1350,R,129,R,45,R,3870,R,1350,R,129,R,45,R,7740,R,1350,R,258,R,45,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,3690,R,1170,R,4860,R,3750,R,1170,R,4920,R,3810,R,1170,R,4980,R,3870,R,1350,R,5220,,,R,3690,R,1170,R,4860,R,3750,R,1170,R,4920,R,3810,R,1170,R,4980,R,3870,R,1350,R,5220,,,R,7380,R,1170,R,8550,R,7500,R,1170,R,8670,R,7620,R,1170,R,8790,R,7740,R,1350,R,9090,,,R,1600,R,2000,R,2000,R,2000,R,4900,R,4900,R,4900,R,4900,R,6160,R,8720,R,8720,R,8720,R,12080,R,13540,R,13540,R,13540,R,6160,R,8720,R,8720,R,8720,A,,A,,A,,R,3300,R,6160,R,8720,R,8720,R,8720,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101301,2,A,,2,1,3,A,,A,,-2,A,,-2,A,,-2,2,2,0,0,0,0,2,2,,-2,A,,A,,A,,R,3870,R,870,R,127,R,348,R,3870,R,870,R,127,R,348,R,7740,R,870,R,258,R,348,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,3690,R,870,R,4560,R,3750,R,870,R,4620,R,3810,R,870,R,4680,R,3870,R,870,R,4740,,,R,3690,R,870,R,4560,R,3750,R,870,R,4620,R,3810,R,870,R,4680,R,3870,R,870,R,4740,,,R,7380,R,870,R,8250,R,7500,R,870,R,8370,R,7620,R,870,R,8490,R,7740,R,870,R,8610,,,R,2500,R,2500,R,7400,R,7400,A,,A,,A,,A,,A,,A,,A,,A,,R,7400,R,7400,R,11000,R,11000,R,1000,R,1000,R,5000,R,5000,A,,A,,A,,R,5500,R,1000,R,1000,R,5000,R,5000,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101365,2,A,,2,2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,12360,R,1090,R,515,R,1090,R,12360,R,1090,R,515,R,1090,R,12360,R,1090,R,515,R,1090,R,8280,R,1090,R,690,R,1090,R,8280,R,1090,R,690,R,1090,R,8280,R,1090,R,690,R,1090,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,13320,R,880,R,14200,R,11820,R,930,R,12750,R,12360,R,1060,R,13420,R,12360,R,1090,R,13450,,,R,13320,R,880,R,14200,R,11820,R,930,R,12750,R,12360,R,1060,R,13420,R,12360,R,1090,R,13450,,,R,13320,R,880,R,14200,R,11820,R,930,R,12750,R,12360,R,1060,R,13420,R,12360,R,1090,R,13450,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9243,R,9243,R,8928,R,8928,R,5202,R,5202,R,6066,R,6066,A,,A,,A,,R,4464,R,2601,R,2601,R,3033,R,3033,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101435,1,R,797,2,2,1,R,19,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,R,10922,R,27570,R,1500,R,1149,R,1500,R,27570,R,1500,R,1149,R,1500,R,27570,R,1500,R,1149,R,1500,R,14000,R,300,A,,A,,R,14000,R,300,A,,A,,R,14000,R,300,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,26400,R,1500,R,27900,R,26850,R,1500,R,28350,R,27150,R,1500,R,28650,R,27570,R,1500,R,29070,,,R,26400,R,1500,R,27900,R,26850,R,1500,R,28350,R,27150,R,1500,R,28650,R,27570,R,1500,R,29070,,,R,26400,R,1500,R,27900,R,26850,R,1500,R,28350,R,27150,R,1500,R,28650,R,27570,R,1500,R,29070,,,R,300,R,300,R,300,R,300,R,10460,R,10772,R,10922,R,10922,R,2068,R,2068,R,2068,R,2068,R,9460,R,8772,R,8922,R,8922,R,2068,R,2068,R,2068,R,2068,A,,A,,A,,R,600,R,2068,R,2068,R,2068,R,2068,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
101453,1,R,31,2,2,3,A,,R,35,1,R,35,1,A,,-2,2,1,0,0,1,0,2,2,,-2,R,4000,A,,A,,R,10152,R,1830,R,423,R,615,R,10152,R,1830,R,423,R,615,R,10152,R,1830,R,423,R,615,R,4482,R,1260,R,249,R,630,R,4482,R,1260,R,249,R,630,R,4482,R,1260,R,249,R,630,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,10152,R,1480,R,11632,R,10152,R,1480,R,11632,R,10152,R,1830,R,11982,R,10152,R,1830,R,11982,,,R,10152,R,1480,R,11632,R,10152,R,1480,R,11632,R,10152,R,1830,R,11982,R,10152,R,1830,R,11982,,,R,10152,R,1480,R,11632,R,10152,R,1480,R,11632,R,10152,R,1830,R,11982,R,10152,R,1830,R,11982,,,R,1000,R,1000,R,1600,R,1600,R,5822,R,6540,R,7561,R,7561,R,2529,R,2565,R,3069,R,3069,R,14490,R,14940,R,14967,R,14967,R,4005,R,4077,R,4770,R,4770,A,,A,,A,,R,7794,R,3591,R,3672,R,4023,R,4023,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
